region,date,hour,vehicles,weather,weekday,accident,delay
Fredrikstad,2025-01-01,7,14245.199999999997,rainy,2,False,14
Porsgrunn,2025-01-01,7,9845.999999999998,clear,2,False,9
Ålesund,2025-01-01,7,15502.319999999998,clear,2,True,26
Haugesund,2025-01-01,7,13433.399999999998,snowy,2,False,13
Tønsberg,2025-01-01,7,12475.8,clear,2,True,23
Moss,2025-01-01,7,17833.499999999996,rainy,2,False,17
Bodø,2025-01-01,7,19256.399999999998,foggy,2,False,19
Arendal,2025-01-01,7,14385.599999999999,clear,2,False,14
Hamar,2025-01-01,7,8778.599999999999,clear,2,False,8
Halden,2025-01-01,7,7892.999999999999,rainy,2,True,18
Narvik,2025-01-01,7,5568.48,clear,2,False,5
Gjøvik,2025-01-01,7,13107.599999999999,clear,2,False,13
Oslo,2025-01-01,8,13750.56,rainy,2,False,13
Bergen,2025-01-01,8,11330.999999999998,rainy,2,False,11
Trondheim,2025-01-01,8,13978.8,rainy,2,True,26
Stavanger,2025-01-01,8,14545.439999999999,clear,2,False,14
Kristiansand,2025-01-01,8,8915.4,snowy,2,False,8
Tromsø,2025-01-01,8,4728.599999999999,clear,2,False,4
Sandnes,2025-01-01,8,11823.3,clear,2,False,11
Drammen,2025-01-01,8,4793.4,clear,2,False,4
Fredrikstad,2025-01-01,8,3950.9999999999995,rainy,2,False,3
Porsgrunn,2025-01-01,8,2053.7999999999997,clear,2,False,2
Ålesund,2025-01-01,8,13750.199999999999,clear,2,False,13
Haugesund,2025-01-01,8,8078.4,clear,2,True,34
Tønsberg,2025-01-01,8,8092.799999999999,snowy,2,False,8
Moss,2025-01-01,8,11180.159999999998,clear,2,True,35
Bodø,2025-01-01,8,3702.5999999999995,foggy,2,False,3
Arendal,2025-01-01,8,13383.359999999999,clear,2,False,13
Hamar,2025-01-01,8,2408.3999999999996,clear,2,False,2
Halden,2025-01-01,8,14191.199999999997,clear,2,True,24
Narvik,2025-01-01,8,8515.8,clear,2,False,8
Gjøvik,2025-01-01,8,7314.299999999999,clear,2,False,7
Oslo,2025-01-01,9,12974.399999999998,foggy,2,False,12
Bergen,2025-01-01,9,1911.6,clear,2,True,22
Trondheim,2025-01-01,9,11168.999999999998,clear,2,False,11
Stavanger,2025-01-01,9,7019.999999999999,foggy,2,False,7
Kristiansand,2025-01-01,9,13993.199999999999,foggy,2,False,13
Tromsø,2025-01-01,9,2948.399999999999,rainy,2,False,2
Sandnes,2025-01-01,9,7889.4,clear,2,False,7
Drammen,2025-01-01,9,9469.8,clear,2,False,9
Fredrikstad,2025-01-01,9,7246.799999999999,clear,2,False,7
Porsgrunn,2025-01-01,9,6153.839999999999,clear,2,False,6
Ålesund,2025-01-01,9,3842.9999999999995,clear,2,False,3
Haugesund,2025-01-01,9,5138.639999999999,clear,2,False,5
Tønsberg,2025-01-01,9,8002.799999999999,foggy,2,False,8
Moss,2025-01-01,9,10587.599999999999,rainy,2,False,10
Bodø,2025-01-01,9,5756.4,clear,2,False,5
Arendal,2025-01-01,9,10830.599999999999,clear,2,False,10
Hamar,2025-01-01,9,11890.8,foggy,2,False,11
Halden,2025-01-01,9,4363.199999999999,clear,2,False,4
Narvik,2025-01-01,9,17865.899999999998,clear,2,True,39
Gjøvik,2025-01-01,9,16441.92,clear,2,False,16
Oslo,2025-01-01,10,12864.96,rainy,2,False,12
Bergen,2025-01-01,10,8607.599999999999,rainy,2,False,8
Trondheim,2025-01-01,10,2926.7999999999997,clear,2,False,2
Stavanger,2025-01-01,10,6794.999999999999,clear,2,False,6
Kristiansand,2025-01-01,10,6292.799999999999,snowy,2,False,6
Tromsø,2025-01-01,10,9703.8,snowy,2,False,9
Sandnes,2025-01-01,10,4071.5999999999995,rainy,2,False,4
Drammen,2025-01-01,10,13098.239999999998,rainy,2,False,13
Fredrikstad,2025-01-01,10,10843.199999999999,clear,2,False,10
Porsgrunn,2025-01-01,10,13494.599999999999,rainy,2,True,25
Ålesund,2025-01-01,10,5972.399999999999,foggy,2,False,5
Haugesund,2025-01-01,10,5524.2,clear,2,False,5
Tønsberg,2025-01-01,10,20995.199999999997,foggy,2,True,27
Moss,2025-01-01,10,7669.799999999999,clear,2,False,7
Bodø,2025-01-01,10,12339.0,foggy,2,False,12
Arendal,2025-01-01,10,9821.519999999999,clear,2,True,23
Hamar,2025-01-01,10,16521.839999999997,snowy,2,False,16
Halden,2025-01-01,10,4474.799999999999,clear,2,False,4
Narvik,2025-01-01,10,8649.0,rainy,2,True,17
Gjøvik,2025-01-01,10,9876.599999999999,clear,2,False,9
Oslo,2025-01-01,11,1330.56,foggy,2,False,1
Bergen,2025-01-01,11,8580.096,rainy,2,True,25
Trondheim,2025-01-01,11,7239.167999999999,clear,2,True,25
Stavanger,2025-01-01,11,1770.624,clear,2,False,1
Kristiansand,2025-01-01,11,4368.96,snowy,2,False,4
Tromsø,2025-01-01,11,6703.200000000001,clear,2,False,6
Sandnes,2025-01-01,11,5986.9439999999995,clear,2,True,10
Drammen,2025-01-01,11,7063.200000000001,clear,2,False,7
Fredrikstad,2025-01-01,11,5633.28,clear,2,False,5
Porsgrunn,2025-01-01,11,2064.96,clear,2,False,2
Ålesund,2025-01-01,11,5679.36,clear,2,False,5
Haugesund,2025-01-01,11,3903.3599999999997,clear,2,False,3
Tønsberg,2025-01-01,11,3336.96,clear,2,False,3
Moss,2025-01-01,11,986.88,rainy,2,False,0
Bodø,2025-01-01,11,6713.279999999999,rainy,2,False,6
Arendal,2025-01-01,11,4453.92,snowy,2,False,4
Hamar,2025-01-01,11,5488.32,rainy,2,False,5
Halden,2025-01-01,11,4937.759999999999,clear,2,False,4
Narvik,2025-01-01,11,3191.04,rainy,2,True,27
Gjøvik,2025-01-01,11,5975.04,clear,2,False,5
Oslo,2025-01-01,12,2772.48,clear,2,False,2
Bergen,2025-01-01,12,2301.12,clear,2,False,2
Trondheim,2025-01-01,12,7410.815999999999,clear,2,False,7
Stavanger,2025-01-01,12,3771.6479999999997,clear,2,False,3
Kristiansand,2025-01-01,12,1572.48,clear,2,False,1
Tromsø,2025-01-01,12,4741.44,clear,2,False,4
Sandnes,2025-01-01,12,6360.192,rainy,2,False,6
Drammen,2025-01-01,12,3091.968,clear,2,False,3
Fredrikstad,2025-01-01,12,7090.5599999999995,clear,2,False,7
Porsgrunn,2025-01-01,12,3595.392,clear,2,False,3
Ålesund,2025-01-01,12,4457.28,clear,2,False,4
Haugesund,2025-01-01,12,6097.92,clear,2,False,6
Tønsberg,2025-01-01,12,1857.6,foggy,2,True,24
Moss,2025-01-01,12,3535.2,snowy,2,False,3
Bodø,2025-01-01,12,5558.4,snowy,2,False,5
Arendal,2025-01-01,12,4965.119999999999,snowy,2,False,4
Hamar,2025-01-01,12,1444.8,clear,2,False,1
Halden,2025-01-01,12,3335.04,rainy,2,False,3
Narvik,2025-01-01,12,964.8,clear,2,False,0
Gjøvik,2025-01-01,12,4684.031999999999,clear,2,False,4
Oslo,2025-01-01,13,4574.4,snowy,2,False,4
Bergen,2025-01-01,13,3880.3199999999997,clear,2,False,3
Trondheim,2025-01-01,13,5929.92,clear,2,False,5
Stavanger,2025-01-01,13,5058.24,rainy,2,True,14
Kristiansand,2025-01-01,13,3279.7439999999997,clear,2,False,3
Tromsø,2025-01-01,13,1923.84,clear,2,False,1
Sandnes,2025-01-01,13,4537.92,rainy,2,False,4
Drammen,2025-01-01,13,2298.24,foggy,2,True,30
Fredrikstad,2025-01-01,13,1481.472,snowy,2,False,1
Porsgrunn,2025-01-01,13,2065.536,clear,2,False,2
Ålesund,2025-01-01,13,4462.5599999999995,clear,2,False,4
Haugesund,2025-01-01,13,1127.04,foggy,2,False,1
Tønsberg,2025-01-01,13,7459.2,clear,2,True,22
Moss,2025-01-01,13,1535.616,snowy,2,False,1
Bodø,2025-01-01,13,3088.7999999999997,clear,2,False,3
Arendal,2025-01-01,13,5535.36,clear,2,False,5
Hamar,2025-01-01,13,4871.04,foggy,2,False,4
Halden,2025-01-01,13,4343.04,rainy,2,False,4
Narvik,2025-01-01,13,7072.32,clear,2,True,18
Gjøvik,2025-01-01,13,7137.599999999999,clear,2,True,34
Oslo,2025-01-01,14,9202.176,clear,2,False,9
Bergen,2025-01-01,14,5969.664,rainy,2,True,15
Trondheim,2025-01-01,14,2080.5119999999997,rainy,2,False,2
Stavanger,2025-01-01,14,7007.04,rainy,2,True,17
Kristiansand,2025-01-01,14,4041.6,snowy,2,False,4
Tromsø,2025-01-01,14,7359.36,snowy,2,False,7
Sandnes,2025-01-01,14,4002.24,clear,2,True,16
Drammen,2025-01-01,14,7835.9039999999995,clear,2,False,7
Fredrikstad,2025-01-01,14,3834.24,rainy,2,True,30
Porsgrunn,2025-01-01,14,2060.928,rainy,2,False,2
Ålesund,2025-01-01,14,4028.16,clear,2,False,4
Haugesund,2025-01-01,14,4844.16,rainy,2,True,9
Tønsberg,2025-01-01,14,6956.927999999999,clear,2,False,6
Moss,2025-01-01,14,8580.096,clear,2,False,8
Bodø,2025-01-01,14,1888.32,rainy,2,False,1
Arendal,2025-01-01,14,1763.712,clear,2,False,1
Hamar,2025-01-01,14,2681.2799999999997,rainy,2,False,2
Halden,2025-01-01,14,7243.2,snowy,2,False,7
Narvik,2025-01-01,14,6141.12,clear,2,False,6
Gjøvik,2025-01-01,14,5331.456,clear,2,False,5
Oslo,2025-01-01,15,9520.199999999999,clear,2,False,9
Bergen,2025-01-01,15,10663.199999999999,clear,2,False,10
Trondheim,2025-01-01,15,4696.2,clear,2,False,4
Stavanger,2025-01-01,15,9286.199999999999,rainy,2,False,9
Kristiansand,2025-01-01,15,11377.8,clear,2,True,17
Tromsø,2025-01-01,15,2088.0,clear,2,False,2
Sandnes,2025-01-01,15,11383.199999999997,rainy,2,False,11
Drammen,2025-01-01,15,8838.72,clear,2,False,8
Fredrikstad,2025-01-01,15,4804.2,clear,2,False,4
Porsgrunn,2025-01-01,15,7147.799999999999,clear,2,False,7
Ålesund,2025-01-01,15,9975.599999999999,foggy,2,False,9
Haugesund,2025-01-01,15,13512.599999999999,rainy,2,True,27
Tønsberg,2025-01-01,15,9784.8,clear,2,False,9
Moss,2025-01-01,15,3900.5999999999995,clear,2,True,32
Bodø,2025-01-01,15,18222.3,clear,2,False,18
Arendal,2025-01-01,15,14110.199999999999,clear,2,False,14
Hamar,2025-01-01,15,7756.199999999999,rainy,2,False,7
Halden,2025-01-01,15,5903.999999999999,clear,2,False,5
Narvik,2025-01-01,15,8776.08,clear,2,False,8
Gjøvik,2025-01-01,15,7937.999999999999,clear,2,False,7
Oslo,2025-01-01,16,12500.999999999998,clear,2,False,12
Bergen,2025-01-01,16,7426.799999999999,clear,2,False,7
Trondheim,2025-01-01,16,3993.8399999999997,clear,2,False,3
Stavanger,2025-01-01,16,5174.999999999999,snowy,2,False,5
Kristiansand,2025-01-01,16,5324.4,clear,2,False,5
Tromsø,2025-01-01,16,9561.599999999999,clear,2,False,9
Sandnes,2025-01-01,16,5469.119999999999,clear,2,False,5
Drammen,2025-01-01,16,11156.4,clear,2,False,11
Fredrikstad,2025-01-01,16,5291.999999999999,rainy,2,True,28
Porsgrunn,2025-01-01,16,12417.3,clear,2,False,12
Ålesund,2025-01-01,16,14188.499999999996,clear,2,False,14
Haugesund,2025-01-01,16,16593.12,clear,2,False,16
Tønsberg,2025-01-01,16,12830.4,foggy,2,True,17
Moss,2025-01-01,16,5862.24,clear,2,True,32
Bodø,2025-01-01,16,12506.399999999998,clear,2,False,12
Arendal,2025-01-01,16,9638.999999999998,rainy,2,False,9
Hamar,2025-01-01,16,12369.599999999999,clear,2,False,12
Halden,2025-01-01,16,4998.599999999999,rainy,2,False,4
Narvik,2025-01-01,16,2790.72,clear,2,False,2
Gjøvik,2025-01-01,16,9536.4,foggy,2,False,9
Oslo,2025-01-01,17,10573.199999999999,rainy,2,True,39
Bergen,2025-01-01,17,8521.199999999999,rainy,2,False,8
Trondheim,2025-01-01,17,18770.399999999998,foggy,2,False,18
Stavanger,2025-01-01,17,11003.4,clear,2,False,11
Kristiansand,2025-01-01,17,13933.8,clear,2,False,13
Tromsø,2025-01-01,17,3565.7999999999997,clear,2,True,12
Sandnes,2025-01-01,17,12743.999999999998,clear,2,False,12
Drammen,2025-01-01,17,10362.599999999999,foggy,2,False,10
Fredrikstad,2025-01-01,17,11644.56,clear,2,False,11
Porsgrunn,2025-01-01,17,18854.1,clear,2,True,35
Ålesund,2025-01-01,17,3643.9199999999996,clear,2,False,3
Haugesund,2025-01-01,17,9251.999999999998,foggy,2,False,9
Tønsberg,2025-01-01,17,16336.079999999996,rainy,2,False,16
Moss,2025-01-01,17,7351.199999999999,clear,2,False,7
Bodø,2025-01-01,17,6096.599999999999,clear,2,True,17
Arendal,2025-01-01,17,5603.4,clear,2,False,5
Hamar,2025-01-01,17,10924.199999999999,clear,2,False,10
Halden,2025-01-01,17,4870.799999999999,clear,2,False,4
Narvik,2025-01-01,17,4004.6399999999994,foggy,2,False,4
Gjøvik,2025-01-01,17,2797.2,clear,2,False,2
Oslo,2025-01-01,18,6573.599999999999,rainy,2,False,6
Bergen,2025-01-01,18,5562.24,clear,2,False,5
Trondheim,2025-01-01,18,7123.2,clear,2,False,7
Stavanger,2025-01-01,18,10077.119999999999,clear,2,False,10
Kristiansand,2025-01-01,18,2880.96,clear,2,False,2
Tromsø,2025-01-01,18,2346.24,foggy,2,False,2
Sandnes,2025-01-01,18,6241.535999999999,clear,2,False,6
Drammen,2025-01-01,18,4824.0,clear,2,False,4
Fredrikstad,2025-01-01,18,3373.056,clear,2,True,10
Porsgrunn,2025-01-01,18,1475.52,snowy,2,False,1
Ålesund,2025-01-01,18,7034.88,clear,2,False,7
Haugesund,2025-01-01,18,4969.92,clear,2,True,12
Tønsberg,2025-01-01,18,7132.8,snowy,2,False,7
Moss,2025-01-01,18,2457.6,clear,2,False,2
Bodø,2025-01-01,18,3416.64,clear,2,False,3
Arendal,2025-01-01,18,7817.471999999999,clear,2,False,7
Hamar,2025-01-01,18,4037.7599999999998,rainy,2,False,4
Halden,2025-01-01,18,5104.32,clear,2,False,5
Narvik,2025-01-01,18,3016.7999999999997,rainy,2,False,3
Gjøvik,2025-01-01,18,1547.52,clear,2,False,1
Oslo,2025-01-01,19,6050.304,clear,2,True,32
Bergen,2025-01-01,19,7211.5199999999995,clear,2,False,7
Trondheim,2025-01-01,19,7611.263999999999,rainy,2,True,17
Stavanger,2025-01-01,19,7447.679999999999,clear,2,False,7
Kristiansand,2025-01-01,19,8211.456,clear,2,True,19
Tromsø,2025-01-01,19,5735.04,clear,2,False,5
Sandnes,2025-01-01,19,3316.6079999999997,rainy,2,False,3
Drammen,2025-01-01,19,2079.36,clear,2,False,2
Fredrikstad,2025-01-01,19,3247.68,foggy,2,False,3
Porsgrunn,2025-01-01,19,3462.72,clear,2,False,3
Ålesund,2025-01-01,19,6535.295999999999,clear,2,False,6
Haugesund,2025-01-01,19,6413.759999999999,clear,2,True,33
Tønsberg,2025-01-01,19,3163.2,foggy,2,False,3
Moss,2025-01-01,19,1422.72,clear,2,False,1
Bodø,2025-01-01,19,3538.08,snowy,2,False,3
Arendal,2025-01-01,19,5376.0,clear,2,False,5
Hamar,2025-01-01,19,5016.0,clear,2,False,5
Halden,2025-01-01,19,3960.576,clear,2,False,3
Narvik,2025-01-01,19,9119.519999999999,clear,2,False,9
Gjøvik,2025-01-01,19,1230.72,foggy,2,False,1
Oslo,2025-01-01,20,5001.12,clear,2,False,5
Bergen,2025-01-01,20,9069.696,rainy,2,False,9
Trondheim,2025-01-01,20,2247.36,foggy,2,False,2
Stavanger,2025-01-01,20,11491.199999999999,rainy,2,True,39
Kristiansand,2025-01-01,20,7404.48,rainy,2,False,7
Tromsø,2025-01-01,20,5183.04,clear,2,False,5
Sandnes,2025-01-01,20,2979.8399999999997,foggy,2,False,2
Drammen,2025-01-01,20,1536.0,clear,2,True,13
Fredrikstad,2025-01-01,20,10414.079999999998,clear,2,True,18
Porsgrunn,2025-01-01,20,6064.32,clear,2,True,16
Ålesund,2025-01-01,20,5589.12,rainy,2,False,5
Haugesund,2025-01-01,20,1033.92,rainy,2,False,1
Tønsberg,2025-01-01,20,3144.96,clear,2,False,3
Moss,2025-01-01,20,7200.0,clear,2,False,7
Bodø,2025-01-01,20,5517.12,clear,2,False,5
Arendal,2025-01-01,20,1613.76,rainy,2,False,1
Hamar,2025-01-01,20,7963.775999999999,foggy,2,False,7
Halden,2025-01-01,20,2829.3119999999994,clear,2,False,2
Narvik,2025-01-01,20,6762.24,clear,2,False,6
Gjøvik,2025-01-01,20,3000.0,clear,2,False,3
Oslo,2025-01-01,21,1795.2,clear,2,True,19
Bergen,2025-01-01,21,2975.04,clear,2,False,2
Trondheim,2025-01-01,21,6284.16,clear,2,True,14
Stavanger,2025-01-01,21,8218.367999999999,clear,2,True,18
Kristiansand,2025-01-01,21,8167.68,clear,2,False,8
Tromsø,2025-01-01,21,7107.84,snowy,2,True,35
Sandnes,2025-01-01,21,3459.8399999999997,rainy,2,False,3
Drammen,2025-01-01,21,1662.72,clear,2,False,1
Fredrikstad,2025-01-01,21,3774.72,snowy,2,False,3
Porsgrunn,2025-01-01,21,3405.12,clear,2,False,3
Ålesund,2025-01-01,21,7161.599999999999,clear,2,False,7
Haugesund,2025-01-01,21,7315.2,rainy,2,False,7
Tønsberg,2025-01-01,21,2017.9199999999998,snowy,2,True,10
Moss,2025-01-01,21,2043.84,rainy,2,False,2
Bodø,2025-01-01,21,3958.08,rainy,2,False,3
Arendal,2025-01-01,21,4560.768,clear,2,False,4
Hamar,2025-01-01,21,3032.64,clear,2,False,3
Halden,2025-01-01,21,3851.52,clear,2,False,3
Narvik,2025-01-01,21,4572.288,clear,2,False,4
Gjøvik,2025-01-01,21,7597.44,snowy,2,True,27
Oslo,2025-01-01,22,5400.0,clear,2,False,5
Bergen,2025-01-01,22,7560.0,clear,2,False,7
Trondheim,2025-01-01,22,3161.2799999999997,rainy,2,False,3
Stavanger,2025-01-01,22,4315.392,rainy,2,True,30
Kristiansand,2025-01-01,22,1940.1599999999999,clear,2,False,1
Tromsø,2025-01-01,22,3529.92,rainy,2,False,3
Sandnes,2025-01-01,22,6801.408,clear,2,False,6
Drammen,2025-01-01,22,7560.0,clear,2,False,7
Fredrikstad,2025-01-01,22,1126.08,clear,2,False,1
Porsgrunn,2025-01-01,22,3898.56,clear,2,False,3
Ålesund,2025-01-01,22,3603.456,clear,2,False,3
Haugesund,2025-01-01,22,3740.544,snowy,2,False,3
Tønsberg,2025-01-01,22,4515.84,clear,2,False,4
Moss,2025-01-01,22,4730.111999999999,snowy,2,False,4
Bodø,2025-01-01,22,1237.44,clear,2,False,1
Arendal,2025-01-01,22,8082.431999999999,foggy,2,False,8
Hamar,2025-01-01,22,3441.6,clear,2,False,3
Halden,2025-01-01,22,9819.36,clear,2,False,9
Narvik,2025-01-01,22,4827.84,clear,2,False,4
Gjøvik,2025-01-01,22,7759.871999999999,clear,2,False,7
Oslo,2025-01-01,23,3238.272,clear,2,False,3
Bergen,2025-01-01,23,5887.871999999999,clear,2,False,5
Trondheim,2025-01-01,23,7280.639999999999,rainy,2,False,7
Stavanger,2025-01-01,23,3951.3599999999997,clear,2,True,10
Kristiansand,2025-01-01,23,7013.759999999999,snowy,2,False,7
Tromsø,2025-01-01,23,2668.3199999999997,clear,2,False,2
Sandnes,2025-01-01,23,2120.64,clear,2,False,2
Drammen,2025-01-01,23,2187.84,clear,2,False,2
Fredrikstad,2025-01-01,23,7008.96,rainy,2,False,7
Porsgrunn,2025-01-01,23,7080.0,clear,2,False,7
Ålesund,2025-01-01,23,2820.48,clear,2,False,2
Haugesund,2025-01-01,23,4082.8799999999997,clear,2,False,4
Tønsberg,2025-01-01,23,3095.424,foggy,2,False,3
Moss,2025-01-01,23,3577.92,rainy,2,False,3
Bodø,2025-01-01,23,3069.12,clear,2,True,13
Arendal,2025-01-01,23,3170.304,rainy,2,False,3
Hamar,2025-01-01,23,5118.335999999999,clear,2,False,5
Halden,2025-01-01,23,2888.64,clear,2,False,2
Narvik,2025-01-01,23,2383.68,foggy,2,False,2
Gjøvik,2025-01-01,23,1879.6799999999998,clear,2,False,1
Oslo,2024-12-31,0,2556.2879999999996,clear,1,False,2
Bergen,2024-12-31,0,4978.9439999999995,rainy,1,False,4
Trondheim,2024-12-31,0,10679.039999999999,rainy,1,False,10
Stavanger,2024-12-31,0,2979.8399999999997,clear,1,False,2
Kristiansand,2024-12-31,0,7178.88,clear,1,False,7
Tromsø,2024-12-31,0,6287.04,clear,1,False,6
Sandnes,2024-12-31,0,7573.44,clear,1,False,7
Drammen,2024-12-31,0,2551.68,clear,1,False,2
Fredrikstad,2024-12-31,0,4904.063999999999,rainy,1,False,4
Porsgrunn,2024-12-31,0,3021.696,rainy,1,False,3
Ålesund,2024-12-31,0,8765.279999999999,foggy,1,True,37
Haugesund,2024-12-31,0,5010.048,rainy,1,False,5
Tønsberg,2024-12-31,0,3644.16,clear,1,False,3
Moss,2024-12-31,0,7312.896,snowy,1,False,7
Bodø,2024-12-31,0,4423.68,clear,1,False,4
Arendal,2024-12-31,0,7510.08,rainy,1,False,7
Hamar,2024-12-31,0,7580.16,clear,1,False,7
Halden,2024-12-31,0,2567.808,snowy,1,False,2
Narvik,2024-12-31,0,3798.72,clear,1,False,3
Gjøvik,2024-12-31,0,1534.464,clear,1,False,1
Oslo,2024-12-31,1,6572.16,rainy,1,False,6
Bergen,2024-12-31,1,1540.8,clear,1,False,1
Trondheim,2024-12-31,1,7323.84,clear,1,False,7
Stavanger,2024-12-31,1,6945.408,foggy,1,False,6
Kristiansand,2024-12-31,1,5360.639999999999,foggy,1,False,5
Tromsø,2024-12-31,1,1611.648,clear,1,True,30
Sandnes,2024-12-31,1,3440.64,foggy,1,False,3
Drammen,2024-12-31,1,2189.7599999999998,rainy,1,False,2
Fredrikstad,2024-12-31,1,1930.752,clear,1,False,1
Porsgrunn,2024-12-31,1,3677.7599999999998,clear,1,False,3
Ålesund,2024-12-31,1,2103.552,rainy,1,False,2
Haugesund,2024-12-31,1,6775.679999999999,clear,1,False,6
Tønsberg,2024-12-31,1,4699.2,rainy,1,False,4
Moss,2024-12-31,1,7061.759999999999,foggy,1,True,29
Bodø,2024-12-31,1,7354.3679999999995,rainy,1,False,7
Arendal,2024-12-31,1,7577.28,clear,1,True,16
Hamar,2024-12-31,1,3055.104,clear,1,True,14
Halden,2024-12-31,1,2613.12,foggy,1,False,2
Narvik,2024-12-31,1,5833.92,snowy,1,False,5
Gjøvik,2024-12-31,1,3949.44,foggy,1,True,13
Oslo,2024-12-31,2,1407.36,clear,1,False,1
Bergen,2024-12-31,2,6311.808,clear,1,True,22
Trondheim,2024-12-31,2,2121.6,rainy,1,False,2
Stavanger,2024-12-31,2,5226.24,clear,1,True,21
Kristiansand,2024-12-31,2,4268.16,clear,1,False,4
Tromsø,2024-12-31,2,3218.8799999999997,clear,1,False,3
Sandnes,2024-12-31,2,2443.68,clear,1,False,2
Drammen,2024-12-31,2,4145.28,clear,1,False,4
Fredrikstad,2024-12-31,2,3870.72,clear,1,False,3
Porsgrunn,2024-12-31,2,1752.0,clear,1,False,1
Ålesund,2024-12-31,2,5394.24,clear,1,False,5
Haugesund,2024-12-31,2,2477.7599999999998,clear,1,False,2
Tønsberg,2024-12-31,2,3881.2799999999997,clear,1,False,3
Moss,2024-12-31,2,4045.8239999999996,rainy,1,True,10
Bodø,2024-12-31,2,1542.2399999999998,rainy,1,False,1
Arendal,2024-12-31,2,6193.152,clear,1,False,6
Hamar,2024-12-31,2,1513.9199999999998,foggy,1,False,1
Halden,2024-12-31,2,3369.6,rainy,1,False,3
Narvik,2024-12-31,2,3928.3199999999997,clear,1,False,3
Gjøvik,2024-12-31,2,8573.76,clear,1,False,8
Oslo,2024-12-31,3,2121.12,rainy,1,False,2
Bergen,2024-12-31,3,5035.392,rainy,1,False,5
Trondheim,2024-12-31,3,1951.4879999999998,snowy,1,False,1
Stavanger,2024-12-31,3,6998.4,clear,1,False,6
Kristiansand,2024-12-31,3,3293.7599999999998,foggy,1,True,11
Tromsø,2024-12-31,3,2181.888,clear,1,False,2
Sandnes,2024-12-31,3,3289.92,snowy,1,True,16
Drammen,2024-12-31,3,6655.679999999999,clear,1,False,6
Fredrikstad,2024-12-31,3,10139.039999999999,clear,1,False,10
Porsgrunn,2024-12-31,3,1623.168,clear,1,False,1
Ålesund,2024-12-31,3,6675.839999999999,rainy,1,False,6
Haugesund,2024-12-31,3,6366.719999999999,clear,1,False,6
Tønsberg,2024-12-31,3,7520.255999999999,clear,1,False,7
Moss,2024-12-31,3,7903.871999999999,clear,1,True,34
Bodø,2024-12-31,3,2037.888,clear,1,False,2
Arendal,2024-12-31,3,2731.2,clear,1,False,2
Hamar,2024-12-31,3,2418.24,clear,1,False,2
Halden,2024-12-31,3,3854.5919999999996,rainy,1,False,3
Narvik,2024-12-31,3,1923.84,clear,1,False,1
Gjøvik,2024-12-31,3,3419.1359999999995,clear,1,False,3
Oslo,2024-12-31,4,2927.5199999999995,clear,1,False,2
Bergen,2024-12-31,4,5609.088,foggy,1,False,5
Trondheim,2024-12-31,4,6638.4,foggy,1,False,6
Stavanger,2024-12-31,4,3124.7999999999997,snowy,1,False,3
Kristiansand,2024-12-31,4,1048.32,foggy,1,False,1
Tromsø,2024-12-31,4,5341.824,rainy,1,False,5
Sandnes,2024-12-31,4,5105.28,clear,1,False,5
Drammen,2024-12-31,4,5187.456,foggy,1,False,5
Fredrikstad,2024-12-31,4,4327.68,clear,1,False,4
Porsgrunn,2024-12-31,4,7313.28,rainy,1,True,13
Ålesund,2024-12-31,4,3757.44,rainy,1,False,3
Haugesund,2024-12-31,4,6275.5199999999995,clear,1,False,6
Tønsberg,2024-12-31,4,1765.4399999999998,clear,1,False,1
Moss,2024-12-31,4,4639.679999999999,clear,1,False,4
Bodø,2024-12-31,4,5415.36,clear,1,False,5
Arendal,2024-12-31,4,5508.8640000000005,snowy,1,False,5
Hamar,2024-12-31,4,8307.071999999998,clear,1,False,8
Halden,2024-12-31,4,7373.759999999999,foggy,1,False,7
Narvik,2024-12-31,4,2009.28,snowy,1,False,2
Gjøvik,2024-12-31,4,5470.5599999999995,clear,1,True,24
Oslo,2024-12-31,5,1464.0,clear,1,False,1
Bergen,2024-12-31,5,7932.671999999999,rainy,1,False,7
Trondheim,2024-12-31,5,5065.92,rainy,1,False,5
Stavanger,2024-12-31,5,3565.4399999999996,rainy,1,False,3
Kristiansand,2024-12-31,5,3701.7599999999998,clear,1,False,3
Tromsø,2024-12-31,5,2653.44,foggy,1,False,2
Sandnes,2024-12-31,5,1773.12,clear,1,False,1
Drammen,2024-12-31,5,6594.24,clear,1,False,6
Fredrikstad,2024-12-31,5,3219.8399999999997,clear,1,False,3
Porsgrunn,2024-12-31,5,8630.784,clear,1,False,8
Ålesund,2024-12-31,5,4999.679999999999,clear,1,False,4
Haugesund,2024-12-31,5,1657.728,clear,1,False,1
Tønsberg,2024-12-31,5,4504.32,clear,1,False,4
Moss,2024-12-31,5,1844.1599999999999,clear,1,False,1
Bodø,2024-12-31,5,7283.5199999999995,rainy,1,False,7
Arendal,2024-12-31,5,8792.063999999998,foggy,1,False,8
Hamar,2024-12-31,5,4170.24,clear,1,False,4
Halden,2024-12-31,5,6636.672,rainy,1,True,31
Narvik,2024-12-31,5,3223.68,foggy,1,True,27
Gjøvik,2024-12-31,5,5079.167999999999,clear,1,False,5
Oslo,2024-12-31,6,1728.0,rainy,1,False,1
Bergen,2024-12-31,6,4436.352,foggy,1,False,4
Trondheim,2024-12-31,6,4058.4959999999996,clear,1,False,4
Stavanger,2024-12-31,6,7181.759999999999,clear,1,False,7
